RESP,QE1,QB31,QH1,QH2,QI2D
3400590,1,9,1,,5
3400592,1,3,2,2,5
3400594,1,3,1,,5
3400595,2,1,2,9,5
3400597,1,2,2,9,5
3400598,1,1,2,2,5
3400599,2,2,2,2,5
3400600,1,3,2,2,5
3400602,2,2,2,2,5
3400603,2,3,2,2,5
3400605,1,9,2,1,5
3400607,12,3,,,
3400610,1,1,1,,1
3400611,1,3,2,2,1
3400614,1,3,2,1,1
3400616,1,3,1,,5
3400620,1,3,2,1,4
3400621,1,1,1,,5
3400622,1,3,2,2,5
3400624,10,2,,,
3400625,9,4,,,
3400626,1,3,2,2,5
3400627,9,4,,,
3400628,9,4,,,
3400629,1,1,2,2,5
3400631,1,1,2,1,1
3400633,1,1,1,,4
3400635,1,1,1,,5
3400640,2,2,2,2,5
3400641,10,2,,,
3400642,1,3,2,1,5
3400644,13,1,2,2,5
3400646,12,3,,,
3400647,1,4,2,1,4
3400648,1,3,2,2,1
3400649,1,1,1,,2
3400650,12,3,,,
3400651,2,3,1,,1
3400652,1,3,2,1,5
3400653,1,1,2,9,5
3400654,15,1,1,,5
3400656,12,3,,,
3400657,1,3,2,2,5
3400658,2,3,2,2,5
3400659,1,4,2,2,5
3400662,1,1,2,2,5
3400665,8,4,2,,
3400666,1,3,1,,4
3400667,38,3,2,2,5
3400668,15,1,1,,5
3400669,1,1,2,1,4
3400670,9,2,,,
3400671,1,3,2,2,5
3400673,1,3,2,1,5
3400674,1,3,2,1,1
3400675,1,1,2,1,1
3400676,12,3,,,
3400677,1,1,2,1,4
3400678,1,1,1,,5
3400679,2,1,2,2,5
3400680,5,3,2,,
3400681,1,3,2,2,5
3400683,12,3,,,
3400686,1,2,2,9,5
3400688,1,2,2,2,5
3400693,1,1,1,,5
3400694,1,3,1,,1
3400696,6,3,1,,
3400699,1,1,1,,5
3400700,2,3,2,2,5
3400703,1,2,2,2,5
3400704,1,1,1,,4
3400705,2,3,2,2,5
3400708,1,3,2,2,5
3400709,1,1,1,,5
3400710,14,2,2,,
3400711,13,2,2,2,5
3400713,12,3,,,
3400714,2,3,2,2,4
3400715,1,1,1,,5
3400716,1,1,2,2,5
3400717,1,1,1,,2
3400718,1,1,1,,5
3400722,1,1,2,9,5
3400723,1,3,2,9,3
3400725,1,1,2,2,5
3400727,1,3,2,2,5
3400729,1,3,2,2,5
3400730,1,1,1,,1
3400731,10,2,,,
3400732,1,1,1,,5
3400733,12,1,,,
3400734,1,1,1,,1
3400738,10,4,,,
3400740,12,3,,,
3400741,12,2,,,
3400742,1,1,2,2,5
3400746,2,3,2,2,5
3400747,1,1,1,,2
3400748,12,3,,,
3400749,2,3,2,9,5
3400751,1,1,1,,5
3400752,1,2,2,2,5
3400757,1,1,1,,5
3400758,1,3,2,2,5
3400760,1,3,2,2,5
3400761,1,1,2,1,5
3400762,1,1,1,,5
3400763,2,3,2,2,9
3400766,1,1,2,2,1
3400768,3,1,1,,5
3400769,1,3,2,2,5
3400770,2,3,2,2,5
3400773,9,3,,,
3400774,2,1,2,2,5
3400775,1,3,2,2,5
3400776,12,3,,,
3400777,1,1,1,,5
3400778,1,1,1,,4
3400780,1,3,1,,4
3400781,1,1,1,,5
3400787,1,1,2,2,5
3400788,1,2,2,2,5
3400789,1,3,2,2,5
3400792,1,1,2,1,5
3400793,1,3,2,2,5
3400794,10,3,,,
3400798,1,3,2,1,5
3400803,5,3,2,,
3400804,1,3,2,1,2
3400805,10,3,,,
3400806,2,1,2,2,5
3400807,12,2,,,
3400808,3,4,1,,5
3400810,2,2,2,2,5
3400811,2,1,2,2,5
3400814,1,3,1,,5
3400815,10,3,,,
3400816,1,3,2,2,5
3400817,1,4,2,1,5
3400819,2,3,2,2,1
3400820,1,3,2,2,2
3400821,12,1,,,
3400825,5,3,2,,
3400826,1,2,2,2,5
3400827,2,3,2,2,5
3400828,1,3,2,2,5
3400829,1,3,2,2,5
3400832,2,3,2,2,5
3400833,12,3,,,
3400834,9,3,,,
3400835,1,9,9,,5
3400837,12,4,,,
3400839,1,1,2,2,5
3400841,2,3,2,2,5
3400842,9,3,,,
3400843,1,4,2,2,5
3400845,1,2,1,,1
3400847,1,3,2,1,5
3400850,1,3,2,2,5
3400851,1,3,2,2,5
3400852,12,1,,,
3400853,2,1,2,2,5
3400856,2,2,2,2,5
3400857,3,3,2,2,9
3400858,1,1,1,,4
3400861,5,4,2,,
3400864,2,2,2,2,5
3400865,12,3,,,
3400866,1,3,1,,5
3400867,12,2,,,
3400868,12,3,,,
3400870,1,3,2,2,5
3400871,4,2,2,2,5
3400872,15,1,1,,1
3400875,1,1,2,1,5
3400878,13,3,2,2,5
3400880,2,3,2,2,5
3400881,1,3,2,9,5
3400882,1,3,1,,5
3400883,12,3,,,
3400884,9,4,,,
3400885,12,4,,,
3400886,1,4,1,,5
3400889,1,1,2,1,5
3400890,1,1,2,2,5
3400891,1,1,1,,5
3400892,2,3,2,2,5
3400893,2,3,2,2,1
3400896,1,3,2,9,5
3400898,12,3,,,
3400900,1,1,1,,1
3400901,10,2,,,
3400902,1,1,3,,5
3400903,9,4,,,
3400905,12,1,,,
3400906,1,1,1,,5
3400907,1,3,2,2,5
3400908,1,1,1,,1
3400910,12,3,,,
3400911,12,3,,,
3400912,13,3,2,2,5
3400913,9,4,,,
3400914,1,3,2,2,5
3400915,1,3,2,2,5
3400917,12,3,,,
3400918,1,3,2,2,5
3400919,9,3,,,
3400921,12,3,,,
3400922,1,3,2,2,5
3400923,1,1,2,9,5
3400925,1,3,1,,5
3400926,1,3,1,,5
3400927,12,3,,,
3400929,3,1,1,,5
3400931,1,3,2,2,5
3400933,7,2,2,,
3400934,13,3,2,2,5
3400935,12,2,,,
3400936,1,3,1,,3
3400937,2,2,2,1,5
3400939,2,3,2,2,5
3400941,8,4,2,,
3400943,1,1,2,1,5
3400944,1,3,2,2,3
3400946,1,3,2,2,5
3400949,12,3,,,
3400950,12,2,,,
3400955,12,3,,,
3400956,12,3,,,
3400957,73,3,2,,
3400959,1,1,2,2,5
3400960,1,2,2,2,5
3400962,2,3,2,2,5
3400963,1,4,2,1,5
3400964,12,3,,,
3400965,12,3,,,
3400966,1,1,1,,4
3400968,1,3,2,2,4
3400969,13,1,2,2,5
3400970,1,1,1,,1
3400971,1,1,2,1,5
3400972,1,1,2,1,1
3400978,1,1,2,1,1
3400979,1,9,1,,5
3400980,1,3,2,1,5
3400981,12,1,,,
3400983,12,3,,,
3400985,1,1,1,,5
3400988,1,9,2,2,5
3400989,9,4,,,
3400994,1,1,2,2,5
3400997,2,1,2,2,5
3400998,12,4,,,
3400999,1,1,2,1,1
3401002,12,2,,,
3401003,2,2,2,2,5
3401004,10,3,,,
3401005,1,1,1,,8
3401006,1,3,2,2,5
3401007,12,3,,,
3401012,12,3,,,
3401014,1,1,2,2,5
3401019,10,3,,,
3401021,5,2,2,,
3401023,2,4,2,2,5
3401024,2,1,2,2,5
3401025,1,3,2,2,5
3401028,1,3,2,2,5
3401031,10,3,,,
3401032,2,1,1,,3
3401033,1,3,2,2,5
3401035,1,2,2,2,5
3401038,1,1,1,,1
3401039,12,4,,,
3401040,14,3,2,,
3401041,10,3,,,
3401042,1,1,9,,4
3401044,12,4,,,
3401046,1,1,1,,5
3401047,2,3,2,2,5
3401050,9,4,,,
3401051,2,3,2,2,5
3401052,6,3,2,,
3401054,1,1,2,2,1
3401055,1,1,1,,5
3401056,1,1,1,,5
3401057,12,3,,,
3401058,1,1,1,,5
3401059,12,4,,,
3401060,1,1,1,,1
3401061,5,2,2,,
3401062,1,1,2,2,5
3401063,1,1,1,,5
3401064,8,3,2,,
3401066,12,3,,,
3401067,12,3,,,
3401068,12,4,,,
3401069,12,9,,,
3401070,13,3,2,2,5
3401071,12,9,,,
3401074,1,3,2,2,5
3401076,5,3,2,,
3401081,1,1,1,,4
3401082,1,1,2,9,4
3401083,10,3,,,
3401084,3,1,1,,5
3401087,2,1,2,2,5
3401088,2,3,2,2,5
3401089,12,3,,,
3401090,9,2,,,
3401091,1,1,1,,5
3401093,5,4,2,,
3401094,1,1,1,,5
3401095,9,3,,,
3401096,6,1,3,,
3401097,1,3,2,2,5
3401099,1,3,2,2,3
3401100,2,3,2,2,5
3401102,1,1,1,,1
3401104,9,2,,,
3401105,1,1,2,2,5
3401107,12,4,,,
3401108,2,3,1,,5
3401109,83,1,1,,
3401111,12,2,,,
3401112,1,3,1,,5
3401114,1,1,1,,1
3401115,1,2,2,2,5
3401116,1,1,2,1,5
3401117,2,3,2,2,5
3401118,1,3,2,2,5
3401119,2,4,2,2,5
3401120,10,3,,,
3401121,2,3,2,2,4
3401122,1,1,1,,1
3401123,1,1,1,,5
3401126,1,1,2,9,5
3401128,12,3,,,
3401133,1,1,2,2,5
3401135,1,3,2,2,5
3401136,9,3,,,
3401137,12,4,,,
3401138,12,3,,,
3401139,3,3,1,,1
3401141,2,3,1,,5
3401142,1,3,1,,5
3401143,1,1,1,,1
3401144,15,3,3,,5
3401145,1,3,1,,1
3401146,2,4,2,2,5
3401148,12,3,,,
3401149,1,3,2,2,5
3401151,1,1,2,1,5
3401152,83,2,2,,
3401153,5,2,2,,
3401154,2,3,2,1,5
3401156,1,1,1,,5
3401157,999,9,,,
3401159,1,1,1,,5
3401160,2,1,3,,5
3401162,1,3,2,2,1
3401163,10,2,,,
3401164,3,1,1,,5
3401165,12,3,,,
3401166,1,1,2,2,5
3401167,10,3,,,
3401168,1,9,2,9,5
3401169,1,1,2,1,2
3401170,1,3,2,2,5
3401171,2,1,2,2,5
3401172,12,3,,,
3401173,78,3,2,,
3401174,1,1,1,,5
3401175,12,1,,,
3401178,2,2,2,2,5
3401179,2,1,1,,5
3401180,1,1,2,1,5
3401181,2,3,2,9,5
3401182,1,1,1,,2
3401183,2,3,2,2,5
3401185,1,3,1,,5
3401186,1,1,1,,5
3401189,1,3,2,2,5
3401191,1,1,1,,5
3401192,1,4,2,2,5
3401193,12,2,,,
3401194,1,9,1,,5
3401195,13,3,2,2,5
3401196,1,3,1,,5
3401197,78,2,2,,
3401199,2,9,2,2,5
3401200,2,1,2,2,5
3401202,10,3,,,
3401205,10,3,,,
3401206,2,3,1,,5
3401207,1,3,2,2,5
3401208,5,4,2,,
3401210,1,1,1,,5
3401211,12,3,,,
3401212,1,1,2,2,5
3401213,9,2,,,
3401215,1,4,2,2,5
3401216,2,1,2,2,5
3401218,1,3,2,2,1
3401219,5,3,2,,
3401221,1,1,1,,5
3401222,1,2,2,1,5
3401223,12,4,,,
3401225,1,1,1,,1
3401227,9,3,,,
3401228,4,4,2,2,5
3401229,10,3,,,
3401231,3,1,1,,5
3401232,1,3,1,,5
3401233,1,1,2,9,5
3401234,1,3,2,2,5
3401239,2,3,2,2,5
3401241,3,1,1,,1
3401242,1,1,2,1,5
3401243,1,2,2,2,5
3401244,2,1,1,,4
3401246,1,2,2,2,5
3401247,12,1,,,
3401248,2,3,2,1,5
3401249,3,1,1,,5
3401253,7,3,2,,
3401254,12,3,,,
3401256,4,4,2,1,5
3401260,2,3,2,2,5
3401263,1,1,2,1,1
3401264,12,2,,,
3401265,12,2,,,
3401266,12,3,,,
3401267,2,3,2,2,5
3401270,12,3,,,
3401273,8,3,2,,
3401274,1,3,2,2,5
3401275,1,3,2,2,4
3401276,2,3,2,9,5
3401278,1,1,2,1,5
3401282,9,4,,,
3401283,1,1,2,2,1
3401284,1,2,2,2,2
3401286,1,4,2,2,5
3401287,5,3,1,,
3401288,10,2,,,
3401289,1,3,2,1,5
3401292,12,4,,,
3401294,1,3,1,,1
3401295,1,3,9,,5
3401298,1,1,1,,5
3401299,10,2,,,
3401301,12,4,,,
3401303,12,3,,,
3401307,12,2,,,
3401309,12,3,,,
3401313,12,3,,,
3401315,77,1,2,,
3401318,4,3,2,2,5
3401320,1,3,3,,5
3401321,1,1,1,,5
3401322,2,3,2,2,5
3401323,1,1,2,9,5
3401324,12,2,,,
3401328,1,3,2,2,5
3401329,10,3,,,
3401330,12,2,,,
3401331,1,4,2,2,5
3401332,1,3,2,2,5
3401333,13,3,2,1,5
3401334,1,1,1,,5
3401336,2,1,2,2,5
3401337,12,4,,,
3401338,90,3,2,,
3401340,2,4,2,2,5
3401341,1,1,1,,4
3401342,12,3,,,
3401344,1,3,2,2,5
3401346,12,4,,,
3401347,12,4,,,
3401349,1,1,2,2,5
3401350,1,1,2,2,5
3401352,1,3,2,1,3
3401354,1,1,2,2,2
3401355,10,3,,,
3401356,1,1,1,,5
3401358,1,3,2,2,1
3401359,12,3,,,
3401360,2,4,2,2,5
3401361,1,3,1,,5
3401362,1,1,1,,5
3401363,1,1,2,2,5
3401364,13,9,2,2,5
3401369,1,3,9,,5
3401371,7,4,2,,
3401373,1,3,2,2,5
3401374,1,1,1,,5
3401376,12,2,,,
3401377,12,3,,,
3401378,2,3,2,2,5
3401379,9,3,,,
3401380,12,3,,,
3401381,10,2,,,
3401382,1,3,2,2,5
3401386,12,2,,,
3401387,1,3,2,2,5
3401388,1,3,2,2,5
3401389,12,3,,,
3401390,2,4,2,2,5
3401391,6,1,1,,
3401394,1,9,2,2,4
3401396,12,4,,,
3401397,1,1,2,2,5
3401398,1,1,2,1,5
3401400,10,4,,,
3401401,1,1,2,2,5
3401402,1,3,1,,5
3401403,1,9,2,9,5
3401404,1,1,2,2,5
3401405,2,1,1,,1
3401406,1,3,2,2,5
3401407,1,2,2,9,5
3401408,1,1,1,,5
3401409,1,1,1,,5
3401410,1,2,2,2,4
3401411,1,3,2,2,5
3401412,1,2,2,2,5
3401413,5,3,2,,
3401414,1,1,1,,5
3401415,12,3,,,
3401418,84,3,2,,
3401419,9,3,,,
3401421,9,4,,,
3401422,1,3,2,2,5
3401423,5,3,2,,
3401424,12,2,,,
3401425,1,1,1,,5
3401426,12,3,,,
3401427,12,4,,,
3401428,1,3,2,1,5
3401429,5,1,2,,
3401430,1,1,1,,5
3401431,2,2,2,2,5
3401434,1,3,2,2,1
3401436,1,1,2,2,1
3401437,12,3,,,
3401438,1,3,1,,5
3401440,12,1,,,
3401441,4,1,1,,5
3401442,1,1,2,1,1
3401443,1,3,2,2,5
3401444,1,1,1,,5
3401445,4,3,2,2,5
3401446,1,1,2,2,5
3401448,13,1,2,2,5
3401452,10,4,,,
3401453,2,4,2,2,4
3401455,12,3,,,
3401456,2,4,2,2,5
3401457,1,1,1,,1
3401458,1,3,2,2,5
3401459,12,1,,,
3401460,1,3,2,2,4
3401461,54,2,3,,
3401462,9,3,,,
3401463,2,3,2,2,2
3401464,1,3,2,2,5
3401466,1,1,9,,5
3401469,1,1,1,,5
3401473,1,1,2,1,1
3401474,12,3,,,
3401475,78,3,3,,
3401476,3,1,1,,5
3401477,1,1,9,,5
3401478,2,3,2,2,5
3401481,5,2,2,,
3401482,999,2,,,
3401483,12,3,,,
3401484,9,2,,,
3401485,10,3,,,
3401486,1,3,2,2,5
3401487,2,1,2,2,5
3401489,9,4,,,
3401490,2,1,2,2,5
3401491,12,3,,,
3401492,1,3,2,2,5
3401493,9,2,,,
3401495,12,3,,,
3401496,1,3,2,2,5
3401497,2,3,2,2,9
3401498,1,3,2,2,5
3401499,1,4,2,2,5
3401500,1,1,2,2,5
3401502,1,4,2,2,5
3401503,3,1,1,,5
3401506,12,3,,,
3401508,12,3,,,
3401509,2,3,2,2,1
3401511,1,3,2,2,5
3401512,1,1,1,,3
3401513,1,1,2,2,5
3401514,12,2,,,
3401515,1,1,1,,5
3401516,8,3,2,,
3401517,2,3,2,1,1
3401518,9,4,,,
3401519,12,3,,,
3401520,12,2,,,
3401521,2,3,1,,5
3401523,1,4,2,1,5
3401525,12,3,,,
3401527,2,9,2,2,5
3401529,12,3,,,
3401530,1,4,2,2,5
3401532,2,3,2,2,5
3401533,2,3,2,2,1
3401534,1,1,1,,5
3401535,1,1,2,2,5
3401536,1,3,2,2,5
3401537,12,3,,,
3401538,4,4,2,2,5
3401539,1,3,2,2,5
3401542,1,3,2,2,2
3401543,2,1,2,2,5
3401545,1,3,2,2,5
3401547,2,3,2,2,5
3401548,1,1,2,2,5
3401552,1,1,1,,5
3401557,12,3,,,
3401560,8,3,1,,
3401561,2,1,1,,5
3401566,10,2,,,
3401567,2,3,2,1,5
3401568,1,3,2,2,5
3401578,2,1,2,2,5
3401579,1,3,2,2,5
3401580,5,4,2,,
3401581,1,1,9,,9
3401582,1,1,2,1,5
3401584,1,1,2,2,5
3401586,2,3,2,2,5
3401587,12,3,,,
3401589,1,3,2,2,5
3401590,12,3,,,
3401591,1,3,2,2,5
3401593,1,3,2,2,1
3401594,1,3,2,2,5
3401597,1,2,1,,5
3401600,9,4,,,
3401611,9,2,,,
3401613,2,1,2,2,5
3401614,12,3,,,
3401615,12,3,,,
3401619,1,1,2,1,4
3401621,12,3,,,
3401624,1,3,2,2,5
3401625,13,1,9,,5
3401626,2,3,2,1,1
3401627,9,2,,,
3401628,12,2,,,
3401630,12,3,,,
3401632,5,3,2,,
3401636,2,2,2,2,5
3401637,12,3,,,
3401641,10,3,,,
3401642,1,1,1,,5
3401643,73,3,2,,
3401645,37,3,2,8,8
3401646,1,3,1,,2
3401647,1,1,1,,5
3401648,1,2,1,,5
3401649,8,1,2,,
3401656,1,1,2,1,5
3401658,1,1,1,,1
3401659,1,3,2,2,5
3401660,1,1,1,,5
3401662,2,3,2,2,5
3401666,1,1,1,,1
3401667,1,1,1,,5
3401669,1,3,2,2,1
3401670,1,2,1,,3
3401671,2,4,2,2,5
3401673,3,1,1,,5
3401677,1,1,2,2,5
3401678,3,1,1,,5
3401679,12,3,,,
3401680,3,1,2,1,5
3401681,1,1,9,,5
3401685,3,1,1,,5
3401686,3,1,1,,5
3401688,1,2,1,,5
3401690,2,3,1,,9
3401692,1,3,2,2,5
3401693,12,3,,,
3401697,1,3,2,2,5
3401699,15,1,9,,5
3401701,1,3,2,2,4
3401702,2,3,2,2,5
3401704,1,3,2,1,2
3401705,1,1,9,,9
3401706,2,3,2,1,1
3401707,1,1,2,9,5
3401710,1,1,2,1,5
3401711,1,1,3,,1
3401712,12,3,,,
3401713,2,3,2,2,5
3401715,1,3,2,2,5
3401723,2,1,2,1,5
3401724,10,2,,,
3401727,1,1,1,,1
3401728,2,1,2,2,5
3401730,2,3,2,2,5
3401732,2,2,1,,5
3401735,12,4,,,
3401736,1,2,2,2,5
3401737,10,3,,,
3401738,73,3,2,,
3401740,1,3,2,2,5
3401743,7,3,2,,
3401744,12,4,,,
3401745,1,3,2,2,5
3401747,12,3,,,
3401748,1,1,2,1,3
3401749,1,3,2,2,5
3401750,2,2,1,,5
3401751,2,3,2,2,5
3401752,9,3,,,
3401753,2,3,2,2,5
3401754,2,3,2,2,5
3401755,2,4,2,2,5
3401758,1,3,1,,5
3401759,12,3,,,
3401762,2,1,2,2,5
3401763,10,2,,,
3401764,1,1,2,2,5
3401765,1,9,2,2,5
3401766,12,3,,,
3401767,2,3,1,,1
3401768,1,1,2,1,5
3401769,12,2,,,
3401770,1,4,2,2,5
3401773,1,3,2,2,1
3401777,12,9,,,
3401778,2,2,1,,5
3401781,12,3,,,
3401782,1,1,2,1,5
3401785,2,3,2,2,5
3401786,1,3,2,2,2
3401788,12,1,,,
3401790,1,1,2,2,5
3401793,1,3,2,2,5
3401795,1,4,2,2,1
3401796,1,3,2,2,5
3401798,1,2,2,2,4
3401799,7,2,2,,
3401801,15,3,1,,1
3401802,15,1,1,,5
3401803,1,1,3,,3
3401805,9,3,,,
3401806,1,3,2,1,5
3401807,1,3,2,2,5
3401808,2,3,1,,5
3401809,1,2,2,1,4
3401810,1,1,2,2,4
3401811,1,1,1,,5
3401812,9,3,,,
3401813,1,4,2,2,5
3401814,1,1,2,2,1
3401815,2,3,1,,4
3401816,1,1,1,,5
3401818,2,4,1,,5
3401820,12,2,,,
3401821,2,3,2,1,5
3401823,12,3,,,
3401825,1,3,2,1,5
3401828,2,3,2,2,5
3401830,12,3,,,
3401831,2,3,2,2,5
3401832,12,2,,,
3401833,12,3,,,
3401834,8,3,2,,
3401835,1,3,2,1,5
3401837,1,1,1,,5
3401838,2,3,2,2,5
3401839,1,3,2,2,5
3401840,12,4,,,
3401841,12,2,,,
3401842,12,3,,,
3401847,1,2,2,2,5
3401849,10,2,,,
3401850,5,3,2,,
3401853,12,3,,,
3401855,15,1,1,,5
3401857,12,3,,,
3401858,1,4,2,2,3
3401859,12,1,,,
3401860,12,3,,,
3401861,12,4,,,
3401863,2,3,2,2,5
3401865,1,3,2,2,5
3401866,2,3,1,,1
3401867,10,2,,,
3401868,1,1,1,,1
3401869,12,2,,,
3401871,12,1,,,
3401872,2,3,2,2,4
3401873,2,3,2,1,9
3401874,76,3,2,,
3401875,2,1,2,2,5
3401877,2,1,2,2,2
3401879,10,2,,,
3401880,1,3,2,2,4
3401882,1,1,9,,5
3401885,9,2,,,
3401886,2,3,2,2,5
3401887,1,3,1,,4
3401888,1,1,1,,4
3401889,12,4,,,
3401890,1,3,2,2,5
3401893,10,2,,,
3401894,1,3,2,2,1
3401895,1,9,2,2,1
3401896,2,4,2,2,5
3401897,1,1,2,1,5
3401898,10,3,,,
3401904,1,3,2,2,3
3401908,1,1,1,,5
3401909,2,1,2,2,1
3401910,12,3,,,
3401911,1,1,2,1,5
3401913,12,3,,,
3401918,1,1,2,2,1
3401920,1,3,2,2,5
3401921,1,3,2,2,5
3401922,10,4,,,
3401926,1,3,2,2,5
3401930,2,4,3,,4
3401931,10,3,,,
3401935,12,1,,,
3401937,1,3,2,2,5
3401938,2,1,2,2,1
3401939,2,9,3,,5
3401940,1,1,3,,5
3401942,12,3,,,
3401943,2,3,2,2,1
3401944,12,2,,,
3401945,1,3,2,2,5
3401946,3,9,2,1,5
3401947,79,3,2,,
3401948,1,1,2,1,5
3401949,2,3,2,2,4
3401950,1,1,2,2,5
3401951,12,3,,,
3401952,2,2,2,2,5
3401953,12,3,,,
3401954,10,2,,,
3401956,3,1,1,,5
3401957,1,1,2,2,5
3401958,3,1,1,,1
3401959,1,3,2,2,5
3401961,12,2,,,
3401962,2,4,2,2,5
3401963,1,1,1,,5
3401964,70,3,1,,
3401965,2,1,2,2,5
3401966,2,1,2,2,2
3401967,2,1,2,1,5
3401968,1,2,2,2,5
3401969,1,1,1,,5
3401970,2,1,2,2,5
3401971,2,3,1,,5
3401972,12,3,,,
3401974,2,1,1,,5
3401976,12,3,,,
3401977,2,3,2,2,5
3401980,1,1,2,1,5
3401981,1,1,2,2,5
3401982,3,1,1,,5
3401983,1,1,2,9,9
3401984,1,1,2,2,4
3401987,1,3,2,1,5
3401988,15,1,1,,5
3401989,1,1,2,9,5
3401990,1,1,2,2,4
3401991,1,3,2,2,5
3401992,31,2,2,2,5
3401995,2,1,1,,9
3401997,1,2,2,2,5
3402000,1,1,2,1,4
3402003,1,4,2,2,5
3402004,2,3,9,,5
3402005,1,3,2,2,1
3402007,3,4,2,2,5
3402008,1,1,2,2,5
3402009,1,3,2,2,5
3402011,1,1,1,,5
3402012,1,1,1,,5
3402014,12,3,,,
3402015,12,2,,,
3402016,3,1,1,,4
3402017,1,1,2,1,3
3402018,1,9,2,2,5
3402019,1,1,1,,9
3402020,9,2,,,
3402023,1,3,2,1,5
3402024,12,1,,,
3402025,2,1,2,1,5
3402027,1,3,1,,5
3402028,12,3,,,
3402031,12,3,,,
3402034,2,1,2,2,4
3402036,1,3,2,2,5
3402037,1,1,2,9,5
3402038,2,3,2,2,5
3402039,6,4,1,,
3402040,1,1,1,,1
3402041,1,3,2,2,5
3402042,5,3,2,,
3402043,2,2,2,2,5
3402044,2,4,1,,5
3402048,9,4,,,
3402049,1,1,2,2,5
3402051,12,4,,,
3402052,9,4,,,
3402053,1,3,2,2,5
3402054,1,3,1,,1
3402057,9,4,,,
3402058,1,4,2,2,5
3402059,1,3,2,1,1
3402060,1,4,2,2,5
3402062,1,3,2,2,5
3402063,12,1,,,
3402064,2,3,9,,9
3402066,1,1,2,1,5
3402067,1,1,2,1,5
3402068,2,1,1,,5
3402069,12,2,,,
3402070,12,3,,,
3402071,12,3,,,
3402072,1,1,1,,9
3402073,12,3,,,
3402077,2,3,2,2,5
3402078,12,4,,,
3402080,1,3,2,1,5
3402081,12,4,,,
3402083,2,1,2,2,5
3402088,2,3,2,2,5
3402089,1,3,2,2,5
3402090,1,4,2,2,5
3402092,2,3,2,2,5
3402093,12,2,,,
3402094,7,2,2,,
3402096,2,3,2,2,5
3402097,1,1,1,,5
3402099,1,1,2,1,5
3402101,1,1,1,,1
3402103,12,3,,,
3402104,5,3,2,,
3402106,12,4,,,
3402107,2,3,2,2,5
3402108,1,1,1,,5
3402109,12,4,,,
3402110,2,1,2,9,9
3402111,2,2,2,2,5
3402113,2,9,2,9,1
3402114,12,3,,,
3402115,2,3,2,1,4
3402117,13,3,2,2,5
3402119,3,3,2,2,5
3402121,1,3,2,9,5
3402122,9,4,,,
3402123,12,3,,,
3402124,1,1,3,,5
3402125,1,2,1,,5
3402126,1,1,1,,1
3402129,12,3,,,
3402130,12,3,,,
3402132,12,3,,,
3402133,1,1,1,,5
3402134,1,1,1,,9
3402135,1,3,1,,5
3402136,12,4,,,
3402138,2,3,2,2,2
3402140,12,1,,,
3402141,3,3,1,,5
3402142,13,2,2,2,5
3402143,2,3,9,,5
3402144,2,1,2,2,5
3402145,1,1,1,,5
3402146,1,3,2,2,5
3402147,1,3,2,2,5
3402148,1,3,1,,1
3402149,10,2,,,
3402151,12,3,,,
3402152,1,1,1,,1
3402154,7,2,2,,
3402157,1,1,2,2,5
3402159,1,1,1,,5
3402160,10,3,,,
3402161,9,2,,,
3402162,13,3,2,2,5
3402163,1,1,1,,5
3402164,83,3,2,,
3402166,1,3,2,2,5
3402170,1,1,1,,5
3402172,1,1,1,,5
3402173,1,1,1,,5
3402174,2,1,1,,5
3402175,12,3,,,
3402178,1,3,2,2,5
3402180,2,4,2,2,5
3402181,10,3,,,
3402182,1,3,2,2,5
3402183,12,3,,,
3402185,9,4,,,
3402186,9,3,,,
3402187,2,2,2,2,2
3402188,1,1,2,2,5
3402189,1,1,1,,1
3402194,1,3,2,2,5
3402196,2,1,2,2,5
3402197,1,1,2,1,5
3402198,1,1,2,1,5
3402200,9,2,,,
3402201,999,1,,,
3402204,12,3,,,
3402205,1,1,2,2,4
3402206,12,3,,,
3402209,13,1,9,,5
3402210,3,1,1,,1
3402212,9,4,,,
3402213,1,1,1,,9
3402214,9,3,,,
3402215,1,2,2,2,5
3402216,1,1,2,2,5
3402217,1,1,2,2,5
3402218,1,1,1,,5
3402220,2,9,1,,3
3402221,13,3,2,2,5
3402222,2,3,2,2,5
3402224,2,3,2,9,5
3402225,3,1,1,,5
3402226,12,3,,,
3402227,1,1,2,2,5
3402228,10,2,,,
3402229,1,3,2,2,5
3402234,1,3,2,9,2
3402235,3,3,2,2,5
3402236,2,3,2,1,5
3402237,1,1,1,,5
3402238,1,1,1,,4
3402239,13,1,1,,5
3402243,1,3,2,2,5
3402245,1,1,2,2,1
3402247,1,2,2,2,5
3402248,1,1,2,2,5
3402250,14,4,2,,
3402251,1,1,2,2,5
3402252,12,2,,,
3402253,1,1,1,,4
3402254,12,4,,,
3402256,13,4,2,2,5
3402258,1,1,2,2,5
3402261,1,3,2,2,5
3402262,1,1,1,,5
3402263,1,3,1,,5
3402264,2,2,2,2,4
3402266,2,1,2,2,5
3402267,1,1,2,2,5
3402268,1,3,9,,9
3402270,1,3,2,1,5
3402273,12,3,,,
3402274,1,1,2,2,5
3402275,6,1,2,,
3402276,13,1,2,2,1
3402277,1,1,2,2,5
3402279,1,3,2,2,5
3402280,12,4,,,
3402282,1,1,1,,5
3402283,2,3,2,2,5
3402285,2,3,2,2,5
3402286,1,1,1,,5
3402287,1,1,1,,5
